7.1,1337.3,1.7,-3457.7,16384.7,1346.8,-0.5,-41.3,-0.7,28.0,2.9,22.1
10.7,1336.8,2.8,-3457.8,16384.3,1346.7,-0.7,-41.3,-0.9,28.0,2.2,22.0
3.9,1336.8,3.3,-3458.0,16383.3,1346.7,-0.6,-41.2,-0.1,28.0,-0.2,22.0
4.4,1336.4,-1.5,-3457.8,16387.6,1346.4,-1.0,-41.2,0.2,28.0,-3.5,22.3
5.9,1336.2,-2.5,-3457.7,16385.3,1346.3,-0.6,-41.2,1.2,27.9,-0.7,22.2
0.9,1336.3,-0.8,-3457.7,16386.5,1346.2,1.3,-41.3,1.5,27.9,-1.9,22.4
-3.9,1336.6,0.9,-3457.8,16382.8,1346.2,2.3,-41.4,2.3,27.7,-1.1,22.4
-2.7,1336.6,4.8,-3458.2,16384.5,1346.2,1.4,-41.5,2.3,27.6,-1.7,22.5
-2.0,1336.7,5.7,-3458.4,16375.6,1346.8,1.5,-41.5,0.9,27.6,-2.9,22.7
-2.1,1336.9,1.9,-3458.4,16379.1,1346.7,1.7,-41.6,1.3,27.5,-1.2,22.7
-3.2,1337.0,1.7,-3458.5,16386.0,1346.4,2.1,-41.8,0.5,27.5,0.1,22.7
-0.1,1336.9,5.9,-3459.0,16384.5,1346.4,1.4,-41.8,-1.1,27.6,-0.1,22.7
